Review ID,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4
1,0.10002831,0.10002755,0.59988874,0.1000272,0.100028194
2,0.1000283,0.100027554,0.59988874,0.100027196,0.100028194
3,0.10002829,0.10002755,0.59988874,0.100027196,0.100028194
4,0.1000303,0.5998793,0.10003111,0.1000291,0.10003018
5,0.73143065,0.06667692,0.067046456,0.06816933,0.06667668
6,0.59988415,0.10002849,0.10003004,0.100028135,0.100029156
7,0.100028306,0.10002755,0.59988874,0.10002719,0.1000282
8,0.100030296,0.59987926,0.10003111,0.10002912,0.10003019
9,0.5998842,0.1000285,0.100030035,0.10002813,0.10002915
10,0.100030825,0.10002999,0.10003163,0.5998768,0.10003069
11,0.10002829,0.10002755,0.5998888,0.100027174,0.10002818
12,0.10002941,0.100028634,0.1000302,0.100028254,0.5998835
13,0.10002831,0.10002756,0.59988874,0.10002721,0.100028194
14,0.100030296,0.5998793,0.1000311,0.10002911,0.10003018
15,0.5998842,0.10002848,0.100030035,0.10002813,0.10002915
16,0.10003082,0.100030005,0.10003164,0.5998769,0.10003069
17,0.10003082,0.10003,0.10003164,0.5998768,0.10003069
18,0.10002831,0.10002756,0.59988874,0.1000272,0.1000282
19,0.5998842,0.1000285,0.10003006,0.10002812,0.100029156
20,0.100030825,0.10003,0.10003164,0.5998769,0.10003069
21,0.10003084,0.100030005,0.100031644,0.5998768,0.100030705
22,0.1000303,0.5998793,0.1000311,0.1000291,0.100030184
23,0.06668488,0.06668441,0.066685356,0.7332605,0.06668481
24,0.5998842,0.10002849,0.100030035,0.10002811,0.100029156
25,0.1000294,0.10002863,0.100030184,0.100028254,0.59988356
26,0.5998842,0.10002847,0.10003003,0.100028105,0.10002913
27,0.5998842,0.10002849,0.10003004,0.10002813,0.100029156
28,0.10003081,0.10003,0.10003164,0.5998769,0.1000307
29,0.100030296,0.5998793,0.100031085,0.1000291,0.100030184
30,0.10002831,0.10002756,0.59988874,0.100027196,0.100028194
31,0.10002941,0.10002863,0.10003019,0.10002826,0.5998835
32,0.1000308,0.10002998,0.10003162,0.59987694,0.10003069
33,0.1000294,0.10002863,0.100030184,0.100028254,0.59988356
34,0.10003081,0.100030005,0.10003163,0.5998768,0.1000307
35,0.100028306,0.10002756,0.59988874,0.10002719,0.100028194
36,0.1000283,0.10002755,0.59988874,0.10002719,0.100028194
37,0.06668489,0.067769326,0.06668536,0.7321756,0.06668482
38,0.10003028,0.5998794,0.10003109,0.100029096,0.10003018
39,0.5998842,0.1000285,0.10003004,0.10002812,0.10002915
40,0.100030825,0.10002999,0.10003164,0.5998769,0.10003068
41,0.5998842,0.100028485,0.10003005,0.10002813,0.10002916
42,0.100030296,0.59987926,0.100031115,0.10002912,0.100030184
43,0.10003029,0.5998793,0.10003109,0.1000291,0.10003018
44,0.10002942,0.10002864,0.100030206,0.10002826,0.5998835
45,0.06747565,0.06667689,0.06694896,0.7322217,0.06667678
46,0.10002942,0.10002863,0.10003019,0.100028254,0.5998835
47,0.1000283,0.10002756,0.5998887,0.1000272,0.100028194
48,0.10003029,0.5998793,0.1000311,0.1000291,0.10003018
49,0.10003028,0.5998793,0.10003109,0.1000291,0.10003017
50,0.100028306,0.10002755,0.59988874,0.10002719,0.100028194
51,0.068627454,0.39755115,0.067330666,0.399801,0.06668976
52,0.100030296,0.5998793,0.1000311,0.1000291,0.10003019
53,0.10002829,0.10002754,0.59988874,0.10002718,0.10002819
54,0.5998842,0.100028485,0.10003004,0.10002813,0.10002915
55,0.100029424,0.10002864,0.100030206,0.10002826,0.5998835
56,0.10002942,0.100028634,0.1000302,0.10002827,0.5998835
57,0.10002832,0.100027554,0.59988874,0.100027196,0.1000282
58,0.100029424,0.10002863,0.1000302,0.10002827,0.5998835
59,0.59988415,0.1000285,0.10003005,0.10002813,0.100029156
60,0.10002829,0.10002755,0.5998888,0.10002719,0.100028194
61,0.10002941,0.10002862,0.1000302,0.100028254,0.5998835
62,0.100028306,0.10002757,0.59988874,0.100027196,0.1000282
63,0.10003031,0.59987926,0.10003111,0.10002911,0.100030184
64,0.10003082,0.10002999,0.10003163,0.5998769,0.10003069
65,0.10003029,0.5998793,0.1000311,0.100029096,0.100030184
66,0.5998842,0.100028485,0.10003003,0.10002812,0.10002915
67,0.10002942,0.100028634,0.1000302,0.10002826,0.5998835
68,0.5998842,0.10002849,0.10003004,0.10002813,0.100029156
69,0.10003028,0.5998793,0.100031085,0.100029096,0.10003016
70,0.10002942,0.100028634,0.100030184,0.10002825,0.5998835
71,0.10002942,0.10002864,0.1000302,0.10002826,0.5998835
72,0.10003029,0.5998794,0.100031085,0.10002909,0.10003017
73,0.100030296,0.59987926,0.100031115,0.10002912,0.10003018
74,0.1000308,0.10003,0.10003164,0.5998768,0.1000307
75,0.59988415,0.1000285,0.10003006,0.10002813,0.100029156
76,0.59988415,0.1000285,0.10003004,0.10002813,0.10002915
77,0.10003082,0.10002998,0.10003162,0.5998769,0.100030676
78,0.10003082,0.10003,0.10003163,0.5998769,0.100030705
79,0.100028306,0.10002755,0.59988874,0.10002719,0.1000282
80,0.10002941,0.10002863,0.10003018,0.10002825,0.59988356
81,0.10003082,0.10003,0.10003164,0.5998768,0.1000307
82,0.100030296,0.5998793,0.1000311,0.1000291,0.10003018
83,0.10002829,0.10002755,0.59988874,0.10002719,0.100028194
84,0.100030825,0.100030005,0.100031644,0.5998768,0.100030705
85,0.10003031,0.59987926,0.100031115,0.100029126,0.100030184
86,0.100030296,0.5998793,0.1000311,0.10002911,0.100030184
87,0.0666834,0.066682965,0.73326755,0.066682756,0.06668333
88,0.10002941,0.100028634,0.100030184,0.10002826,0.5998835
89,0.100030296,0.5998793,0.1000311,0.100029096,0.10003018
90,0.1000303,0.5998793,0.1000311,0.10002912,0.10003017
91,0.10003083,0.100030005,0.10003165,0.5998768,0.10003072
92,0.5998842,0.100028485,0.10003005,0.10002812,0.10002916
93,0.10002941,0.10002863,0.10003019,0.100028254,0.5998835
94,0.10002942,0.10002863,0.1000302,0.100028254,0.59988356
95,0.1000283,0.100027554,0.59988874,0.100027196,0.100028194
96,0.10003081,0.10003,0.10003163,0.5998768,0.1000307
97,0.1000308,0.10002998,0.100031614,0.5998769,0.1000307
98,0.100030825,0.100030005,0.10003163,0.5998769,0.10003069
99,0.10003029,0.5998793,0.10003109,0.1000291,0.10003018
100,0.5998842,0.100028485,0.10003004,0.10002811,0.100029156
101,0.5998842,0.10002849,0.100030035,0.10002812,0.10002915
102,0.10003031,0.59987926,0.100031115,0.10002911,0.10003018
103,0.10003029,0.5998793,0.1000311,0.1000291,0.100030184
104,0.100028306,0.100027554,0.59988874,0.10002719,0.10002819
105,0.10003082,0.10003,0.10003163,0.5998768,0.10003069
106,0.10003031,0.59987926,0.100031115,0.100029126,0.1000302
107,0.10003083,0.100030005,0.100031644,0.5998768,0.1000307
108,0.10002942,0.100028634,0.100030184,0.10002826,0.5998835
109,0.59988415,0.1000285,0.10003005,0.10002813,0.100029156
110,0.1000303,0.59987926,0.10003111,0.10002912,0.100030184
111,0.10003081,0.10003,0.100031614,0.5998769,0.10003068
112,0.100030296,0.59987926,0.1000311,0.10002911,0.1000302
113,0.5998842,0.100028485,0.10003002,0.100028105,0.10002914
114,0.10002942,0.10002865,0.1000302,0.10002827,0.5998835
115,0.10002943,0.10002865,0.100030206,0.10002827,0.5998835
116,0.10002941,0.10002862,0.10003019,0.10002826,0.59988356
117,0.10003029,0.5998793,0.1000311,0.10002911,0.100030184
118,0.10003082,0.10003,0.10003162,0.5998768,0.10003069
119,0.10003029,0.5998793,0.10003109,0.10002911,0.10003018
120,0.5998842,0.100028485,0.100030035,0.10002811,0.100029156
121,0.10002942,0.10002863,0.10003019,0.10002827,0.5998835
122,0.59988415,0.10002849,0.10003005,0.10002811,0.10002915
123,0.5998843,0.10002848,0.10003003,0.100028105,0.10002914
124,0.1000303,0.59987926,0.100031115,0.10002912,0.10003019
125,0.5998842,0.10002849,0.10003005,0.10002812,0.10002916
126,0.10003082,0.10002999,0.10003163,0.5998768,0.1000307
127,0.10003083,0.10003001,0.10003164,0.5998768,0.10003071
128,0.10002941,0.10002862,0.10003017,0.100028254,0.5998835
129,0.1000294,0.10002864,0.10003019,0.100028254,0.5998835
130,0.100029424,0.10002864,0.1000302,0.10002826,0.5998835
131,0.10002942,0.10002863,0.100030206,0.100028254,0.59988356
132,0.1000283,0.10002756,0.59988874,0.1000272,0.100028194
133,0.100028306,0.10002754,0.59988874,0.10002718,0.10002819
134,0.1000283,0.10002756,0.59988874,0.100027196,0.100028194
135,0.10003031,0.5998793,0.1000311,0.1000291,0.100030184
136,0.5998842,0.10002848,0.10003002,0.10002811,0.10002914
137,0.5998842,0.1000285,0.10003004,0.10002813,0.10002917
138,0.1000303,0.5998793,0.10003111,0.10002911,0.10003018
139,0.10003082,0.10002999,0.10003164,0.5998768,0.1000307
140,0.100028306,0.10002755,0.59988874,0.10002718,0.10002819
141,0.59988415,0.1000285,0.10003006,0.10002813,0.10002916
142,0.5998842,0.100028485,0.10003005,0.100028105,0.10002915
143,0.100030296,0.5998793,0.1000311,0.1000291,0.10003019
144,0.100030296,0.5998793,0.10003111,0.1000291,0.10003018
145,0.59988415,0.100028485,0.10003004,0.10002812,0.100029156
146,0.5998842,0.100028485,0.100030035,0.10002811,0.10002915
147,0.1000303,0.59987926,0.10003111,0.1000291,0.10003018
148,0.100029424,0.10002864,0.10003021,0.10002828,0.5998835
149,0.10003028,0.5998793,0.100031085,0.10002909,0.10003017
150,0.10003029,0.5998794,0.100031085,0.100029096,0.10003017
151,0.10002942,0.10002863,0.100030184,0.100028254,0.5998835
152,0.10003082,0.10002999,0.10003163,0.5998768,0.10003069
153,0.1000283,0.10002755,0.59988874,0.100027196,0.100028194
154,0.10003082,0.10002998,0.10003162,0.5998769,0.10003069
155,0.10002832,0.10002758,0.5998887,0.1000272,0.10002822
156,0.100029424,0.100028634,0.100030206,0.10002827,0.5998835
157,0.10003029,0.5998794,0.100031085,0.1000291,0.10003017
158,0.100028306,0.100027554,0.59988874,0.10002721,0.1000282
159,0.10003031,0.5998792,0.10003112,0.100029126,0.1000302
160,0.59988415,0.1000285,0.10003005,0.10002813,0.10002916
161,0.5998842,0.100028485,0.10003005,0.10002813,0.10002916
162,0.1000294,0.10002863,0.1000302,0.10002826,0.59988356
163,0.10002943,0.10002864,0.10003021,0.10002828,0.5998835
164,0.59988415,0.1000285,0.100030065,0.10002813,0.10002916
165,0.1000283,0.10002756,0.59988874,0.100027196,0.100028194
166,0.10003081,0.10003,0.100031644,0.5998769,0.1000307
167,0.1000303,0.59987926,0.10003111,0.10002912,0.1000302
168,0.100030825,0.100030005,0.10003163,0.5998768,0.100030705
169,0.10003081,0.10003,0.10003164,0.5998768,0.1000307
170,0.10003082,0.10003,0.10003164,0.5998768,0.10003069
171,0.100030296,0.5998793,0.10003111,0.10002911,0.100030184
172,0.100028306,0.100027554,0.59988874,0.100027196,0.100028194
173,0.7314253,0.06667692,0.06704649,0.068174616,0.06667668
174,0.100029424,0.10002863,0.10003019,0.10002825,0.5998835
175,0.10002831,0.100027554,0.59988874,0.100027196,0.1000282
176,0.10003082,0.10002999,0.10003164,0.5998769,0.1000307
177,0.10002942,0.10002864,0.10003019,0.100028254,0.59988356
178,0.100030296,0.5998793,0.1000311,0.10002911,0.100030184
179,0.06668489,0.06668441,0.066685356,0.7332605,0.06668481
180,0.100030825,0.10003,0.10003164,0.5998768,0.1000307
181,0.5998842,0.10002849,0.10003005,0.10002813,0.10002915
182,0.5998842,0.10002848,0.100030035,0.10002811,0.10002914
183,0.10003082,0.10002999,0.10003164,0.5998769,0.1000307
184,0.100028306,0.100027554,0.59988874,0.10002719,0.100028194
185,0.5998842,0.10002849,0.10003004,0.100028135,0.100029156
186,0.10003029,0.5998793,0.10003109,0.10002911,0.100030184
187,0.100030296,0.5998793,0.1000311,0.10002911,0.10003018
188,0.59988415,0.100028485,0.10003006,0.10002813,0.100029156
189,0.10003082,0.10003,0.10003164,0.5998768,0.10003071
190,0.10003081,0.10003,0.10003164,0.5998768,0.1000307
191,0.10002942,0.10002863,0.1000302,0.10002825,0.5998835
192,0.100030296,0.59987926,0.10003111,0.10002913,0.100030184
193,0.10002939,0.10002862,0.1000302,0.10002825,0.5998835
194,0.100029424,0.10002865,0.10003021,0.10002828,0.5998835
195,0.10002941,0.100028634,0.1000302,0.10002826,0.5998835
196,0.10002942,0.10002862,0.10003017,0.100028254,0.59988356
197,0.1000303,0.59987926,0.10003111,0.10002912,0.10003019
198,0.100030825,0.10003,0.10003164,0.5998768,0.10003069
199,0.59988415,0.10002848,0.10003005,0.100028135,0.100029156
200,0.10002941,0.100028634,0.1000302,0.10002826,0.5998835
201,0.5998842,0.100028485,0.10003004,0.10002811,0.100029156
202,0.100030296,0.5998793,0.10003111,0.1000291,0.100030184
203,0.100030296,0.59987926,0.100031115,0.1000291,0.10003018
204,0.10003031,0.59987926,0.1000311,0.10002912,0.100030184
205,0.10003082,0.10003,0.10003163,0.5998768,0.100030705
206,0.1000294,0.10002862,0.10003019,0.100028254,0.5998835
207,0.10002942,0.10002863,0.10003018,0.10002826,0.5998835
208,0.03334186,0.033341642,0.033342075,0.86663264,0.033341825
209,0.1000303,0.5998793,0.1000311,0.10002911,0.100030184
210,0.10002833,0.10002757,0.5998887,0.1000272,0.10002821
211,0.10002942,0.100028634,0.100030184,0.10002825,0.5998835
212,0.10002944,0.10002864,0.1000302,0.10002826,0.5998835
213,0.10002941,0.10002863,0.10003019,0.10002826,0.5998835
214,0.10002942,0.10002865,0.1000302,0.10002826,0.5998835
215,0.100028306,0.10002757,0.59988874,0.100027196,0.100028194
216,0.10002832,0.10002756,0.59988874,0.100027196,0.100028194
217,0.10003083,0.10003,0.100031644,0.5998768,0.10003071
218,0.10003082,0.10003,0.10003163,0.5998769,0.100030705
219,0.10003082,0.10003,0.10003164,0.5998768,0.100030705
220,0.100029424,0.100028634,0.1000302,0.10002826,0.5998835
221,0.10002831,0.10002756,0.5998887,0.1000272,0.1000282
222,0.1000303,0.59987926,0.10003111,0.10002911,0.100030184
223,0.10002831,0.10002756,0.5998887,0.10002719,0.1000282
224,0.59988415,0.1000285,0.10003006,0.10002813,0.10002916
225,0.10002829,0.10002755,0.59988874,0.100027196,0.100028194
226,0.10003082,0.10003002,0.100031644,0.5998768,0.100030705
227,0.5998842,0.10002849,0.10003004,0.10002812,0.10002916
228,0.5998842,0.10002848,0.100030035,0.10002812,0.10002915
229,0.1000303,0.59987926,0.10003111,0.1000291,0.10003019
230,0.5998842,0.10002851,0.10003006,0.10002812,0.100029156
231,0.10002941,0.10002864,0.100030184,0.10002826,0.5998835
232,0.10002831,0.100027554,0.59988874,0.100027196,0.10002821
233,0.10002832,0.10002756,0.59988874,0.10002722,0.10002821
234,0.10003081,0.10002998,0.100031614,0.5998769,0.10003068
235,0.10003082,0.10002998,0.10003162,0.5998769,0.10003069
236,0.1000303,0.5998793,0.1000311,0.10002911,0.10003018
237,0.1000303,0.5998793,0.1000311,0.1000291,0.10003018
238,0.5998842,0.100028485,0.10003004,0.10002812,0.10002915
239,0.10003083,0.100030005,0.100031644,0.5998768,0.100030705
240,0.1000303,0.59987926,0.1000311,0.10002911,0.10003018
241,0.5998842,0.10002848,0.100030035,0.10002811,0.10002915
242,0.1000303,0.59987926,0.10003111,0.1000291,0.10003019
243,0.10002942,0.10002863,0.100030184,0.100028254,0.5998835
244,0.100029394,0.10002862,0.100030184,0.10002825,0.5998835
245,0.5998842,0.100028485,0.10003004,0.10002812,0.10002916
246,0.10002831,0.10002756,0.59988874,0.1000272,0.1000282
247,0.1000303,0.5998793,0.1000311,0.100029096,0.100030184
248,0.10003084,0.10003001,0.10003164,0.59987676,0.10003071
249,0.59988415,0.1000285,0.100030035,0.10002813,0.100029156
250,0.100030825,0.10003001,0.10003165,0.59987676,0.100030705
251,0.1000308,0.10002998,0.10003163,0.5998769,0.10003069
252,0.59988415,0.10002849,0.100030065,0.10002813,0.10002916
253,0.5998843,0.10002848,0.100030035,0.10002811,0.10002915
254,0.10002942,0.100028634,0.100030184,0.10002825,0.5998835
255,0.10003083,0.100030005,0.100031644,0.5998768,0.100030705
256,0.1000283,0.10002755,0.59988874,0.10002719,0.100028194
257,0.10002943,0.10002864,0.1000302,0.10002828,0.5998835
258,0.100030825,0.10003,0.10003164,0.5998769,0.10003069
259,0.100028306,0.10002757,0.59988874,0.1000272,0.1000282
260,0.100029424,0.10002864,0.1000302,0.10002826,0.5998835
261,0.10003082,0.100030005,0.10003162,0.5998768,0.10003069
262,0.100029424,0.10002864,0.1000302,0.10002827,0.5998835
263,0.10002942,0.10002864,0.1000302,0.10002827,0.5998835
264,0.100030825,0.10003,0.10003163,0.5998769,0.1000307
265,0.10002833,0.100027576,0.5998887,0.10002722,0.10002821
266,0.5998842,0.100028485,0.10003003,0.100028105,0.10002914
267,0.100030825,0.10003001,0.100031644,0.59987676,0.10003071
268,0.10002942,0.10002864,0.10003019,0.10002826,0.5998835
269,0.5998842,0.100028485,0.10003004,0.10002812,0.10002916
270,0.10003029,0.5998793,0.10003109,0.100029096,0.10003017
271,0.10003028,0.5998793,0.10003108,0.1000291,0.10003016
272,0.10002829,0.10002754,0.59988874,0.10002719,0.100028194
273,0.100030296,0.5998793,0.10003109,0.10002911,0.10003019
274,0.10002832,0.100027576,0.59988874,0.10002721,0.10002821
275,0.10003082,0.10002998,0.10003162,0.5998769,0.1000307
276,0.10002941,0.10002863,0.10003019,0.10002826,0.5998835
277,0.10002831,0.10002756,0.59988874,0.1000272,0.100028194
278,0.5998842,0.10002848,0.10003004,0.10002811,0.10002915
279,0.5998842,0.1000285,0.10003006,0.10002812,0.10002916
280,0.1000308,0.10002998,0.10003163,0.5998769,0.100030676
281,0.100028306,0.10002755,0.59988874,0.100027174,0.10002818
282,0.10003081,0.10003,0.10003163,0.5998769,0.10003069
283,0.1000303,0.59987926,0.1000311,0.100029126,0.1000302
284,0.1000283,0.10002755,0.59988874,0.100027196,0.10002819
285,0.10003029,0.5998793,0.1000311,0.10002911,0.10003018
286,0.10002942,0.100028634,0.100030184,0.10002826,0.59988356
287,0.100028306,0.100027554,0.59988874,0.10002719,0.10002819
288,0.10002829,0.10002756,0.5998887,0.1000272,0.1000282
289,0.5998842,0.1000285,0.10003006,0.10002812,0.10002914
290,0.066683404,0.06668297,0.73326755,0.06668276,0.066683345
291,0.10002941,0.100028634,0.100030184,0.10002826,0.5998835
292,0.10002943,0.10002864,0.10003021,0.10002826,0.5998835
293,0.1000283,0.10002754,0.5998888,0.10002719,0.10002819
294,0.10002829,0.10002755,0.59988874,0.100027196,0.1000282
295,0.5998842,0.100028485,0.100030035,0.10002811,0.10002915
296,0.10002942,0.10002862,0.10003019,0.100028254,0.5998835
297,0.10003081,0.10002998,0.100031614,0.5998769,0.10003068
298,0.100030825,0.10002999,0.10003162,0.5998768,0.10003069
299,0.10002941,0.10002863,0.100030184,0.10002827,0.5998835
300,0.5998842,0.10002849,0.10003003,0.10002811,0.100029156
301,0.10002942,0.10002863,0.1000302,0.10002826,0.5998835
302,0.100030296,0.5998793,0.10003109,0.1000291,0.10003018
303,0.5998842,0.10002849,0.10003005,0.10002811,0.10002915
304,0.1000283,0.10002756,0.59988874,0.1000272,0.100028194
305,0.1000303,0.59987926,0.10003111,0.1000291,0.10003019
306,0.5998842,0.1000285,0.10003005,0.10002813,0.10002916
307,0.1000303,0.5998793,0.10003109,0.1000291,0.10003017
308,0.59988415,0.1000285,0.10003006,0.10002812,0.10002916
309,0.100030296,0.5998793,0.1000311,0.10002911,0.10003018
310,0.10003031,0.5998793,0.100031085,0.1000291,0.10003017
311,0.5998842,0.100028485,0.10003005,0.10002812,0.10002916
312,0.10003081,0.10003,0.10003164,0.5998768,0.10003069
313,0.10002831,0.10002756,0.5998887,0.10002719,0.100028194
314,0.10003029,0.5998793,0.1000311,0.10002912,0.100030184
315,0.1000303,0.5998793,0.1000311,0.1000291,0.10003018
316,0.10003082,0.10002998,0.10003163,0.5998769,0.1000307
317,0.59988415,0.1000285,0.10003005,0.10002812,0.10002916
318,0.1000294,0.100028634,0.1000302,0.10002827,0.5998835
319,0.10003029,0.5998793,0.10003111,0.100029096,0.10003018
320,0.10003031,0.59987926,0.100031115,0.10002912,0.100030184
321,0.1000308,0.10002999,0.10003162,0.5998769,0.10003069
322,0.100030296,0.5998793,0.10003111,0.1000291,0.100030184
323,0.5998842,0.100028485,0.100030035,0.10002813,0.10002915
324,0.10003031,0.59987926,0.1000311,0.10002912,0.100030184
325,0.1000303,0.59987926,0.100031115,0.10002911,0.100030184
326,0.10002941,0.10002863,0.10003019,0.100028254,0.5998835
327,0.10003028,0.5998793,0.10003109,0.100029096,0.10003016
328,0.10002829,0.100027554,0.59988874,0.10002719,0.10002819
329,0.10002829,0.10002755,0.59988874,0.10002718,0.100028194
330,0.10002943,0.10002864,0.100030206,0.10002827,0.5998835
